,open,close,high,low,volume,money,code
2025-05-12,7.16,7.11,7.24,6.98,14587550.0,103498358.5,000007.XSHE
2025-05-13,7.15,7.29,7.42,7.12,11409157.0,83329656.67,000007.XSHE
2025-05-14,7.29,7.28,7.33,7.19,7079100.0,51321033.0,000007.XSHE
2025-05-15,7.23,7.3,7.31,7.14,6011300.0,43547753.0,000007.XSHE
2025-05-16,7.34,7.32,7.37,7.2,5183000.0,37692774.0,000007.XSHE
2025-05-19,7.32,7.44,7.57,7.32,7773933.0,57987789.19,000007.XSHE
2025-05-20,7.45,7.53,7.55,7.38,5202700.0,38960290.0,000007.XSHE
2025-05-21,7.53,7.66,7.76,7.5,6797100.0,51741969.0,000007.XSHE
2025-05-22,7.63,8.0,8.0,7.63,12556184.0,98368169.44,000007.XSHE
2025-05-23,7.9,7.87,8.05,7.71,10913000.0,86303917.0,000007.XSHE
2025-05-26,7.8,7.61,8.03,7.59,11520706.0,89289979.26,000007.XSHE
2025-05-27,7.56,7.74,7.78,7.56,6009200.0,46129061.0,000007.XSHE
2025-05-28,7.8,7.71,7.84,7.61,4926100.0,37863278.0,000007.XSHE
2025-05-29,7.67,7.83,7.85,7.63,5322507.0,41364395.19,000007.XSHE
2025-05-30,7.8,7.86,8.03,7.8,6273600.0,49764075.0,000007.XSHE
2025-06-03,7.83,8.07,8.1,7.77,9391150.0,74836268.5,000007.XSHE
2025-06-04,8.07,8.35,8.45,8.06,10110701.0,83913428.4,000007.XSHE
2025-06-05,8.36,8.24,8.41,8.16,7574900.0,62859093.0,000007.XSHE
2025-06-06,8.3,8.28,8.3,8.15,5482700.0,45046490.0,000007.XSHE
2025-06-09,8.24,8.38,8.38,8.16,7168900.0,59330371.0,000007.XSHE
2025-06-10,8.29,8.09,8.3,7.92,10969900.0,88936038.5,000007.XSHE
2025-06-11,8.08,8.25,8.32,8.08,6031887.0,49579561.53,000007.XSHE
2025-06-12,8.24,8.18,8.3,8.1,4862200.0,39630552.0,000007.XSHE
2025-06-13,8.13,7.94,8.17,7.87,7258100.0,57929396.0,000007.XSHE
2025-06-16,7.93,7.86,8.06,7.84,4490951.0,35655636.37,000007.XSHE
2025-06-17,7.89,7.93,7.99,7.84,3756000.0,29713008.0,000007.XSHE
2025-06-18,7.86,7.86,7.95,7.77,4067500.0,31857288.0,000007.XSHE
2025-06-19,7.84,7.55,7.93,7.48,6738300.0,51584560.0,000007.XSHE
2025-06-20,7.55,7.56,7.62,7.36,6598450.0,49498027.5,000007.XSHE
2025-06-23,7.56,7.75,7.77,7.5,4729971.0,36262398.53,000007.XSHE
2025-06-24,7.79,7.81,7.95,7.77,4939852.0,38761416.68,000007.XSHE
2025-06-25,7.84,7.78,7.9,7.66,5422902.0,42199140.6,000007.XSHE
2025-06-26,7.79,7.69,7.86,7.67,5538961.0,42798137.93,000007.XSHE
2025-06-27,7.7,7.67,7.75,7.62,3891800.0,29861239.0,000007.XSHE
2025-06-30,7.74,7.61,7.8,7.55,7453016.0,56892649.78,000007.XSHE
2025-07-01,7.63,7.55,7.68,7.49,5764993.0,43531860.22,000007.XSHE
2025-07-02,7.56,7.55,7.62,7.5,3327500.0,25156946.0,000007.XSHE
2025-07-03,7.55,7.48,7.57,7.41,6479566.0,48476629.98,000007.XSHE
2025-07-04,7.47,7.35,7.47,7.32,6389362.0,47089368.56,000007.XSHE
2025-07-07,7.39,7.23,7.46,7.16,8870550.0,64840230.0,000007.XSHE
2025-07-08,7.25,7.28,7.32,7.18,6967750.0,50574663.5,000007.XSHE
2025-07-09,7.26,7.2,7.33,7.17,5397400.0,39064819.0,000007.XSHE
2025-07-10,7.2,7.14,7.24,7.08,5846834.0,41732664.08,000007.XSHE
2025-07-11,7.14,7.13,7.18,7.04,5599084.0,39857826.6,000007.XSHE
2025-07-14,7.14,7.13,7.29,7.08,6249400.0,44676397.0,000007.XSHE
2025-07-15,7.14,6.98,7.18,6.81,8837000.0,61463082.0,000007.XSHE
2025-07-16,7.0,7.11,7.13,6.98,5919200.0,41813601.0,000007.XSHE
2025-07-17,7.13,7.11,7.13,7.05,4516205.0,32026217.45,000007.XSHE
2025-07-18,7.13,7.1,7.16,7.05,4309150.0,30530897.22,000007.XSHE
2025-07-21,7.19,7.22,7.22,7.13,5573613.0,40064845.65,000007.XSHE
2025-07-22,7.26,7.13,7.37,7.08,7249000.0,52160130.0,000007.XSHE
2025-07-23,7.1,7.06,7.17,7.03,4807609.0,34057749.38,000007.XSHE
2025-07-24,7.11,7.44,7.52,7.07,14564952.0,106544259.98,000007.XSHE
2025-07-25,7.45,7.28,7.47,7.25,8388141.0,61308338.32,000007.XSHE
2025-07-28,7.29,7.28,7.42,7.25,7137801.0,52297515.0,000007.XSHE
2025-07-29,7.3,7.19,7.38,7.15,5373604.0,38767009.88,000007.XSHE
2025-07-30,7.22,7.16,7.24,7.12,4863676.0,34910305.65,000007.XSHE
2025-07-31,7.13,7.09,7.23,7.02,5534100.0,39294692.0,000007.XSHE
2025-08-01,7.09,7.11,7.18,7.06,5363200.0,38188813.0,000007.XSHE
2025-08-04,7.14,7.19,7.23,7.08,5622123.0,40292401.01,000007.XSHE
2025-08-05,7.21,7.25,7.35,7.15,7306529.0,52963727.96,000007.XSHE
2025-08-06,7.24,7.15,7.29,7.09,7876300.0,56263846.01,000007.XSHE
2025-08-07,7.14,7.12,7.2,7.07,6342300.0,45127643.0,000007.XSHE
2025-08-08,7.13,7.52,7.7,7.08,22867647.0,169125100.15,000007.XSHE
2025-08-11,7.52,7.58,7.68,7.29,17016000.0,127504716.0,000007.XSHE
2025-08-12,7.67,7.48,7.67,7.44,7500550.0,56488804.0,000007.XSHE
2025-08-13,7.51,7.48,7.6,7.42,5773153.0,43214169.31,000007.XSHE
2025-08-14,7.47,7.28,7.48,7.28,7193190.0,52953618.3,000007.XSHE
2025-08-15,7.3,7.33,7.34,7.2,6070548.0,44133625.41,000007.XSHE
2025-08-18,7.36,7.52,7.8,7.31,16355368.0,123366134.51,000007.XSHE
2025-08-19,7.53,7.61,7.71,7.44,13286150.0,100902426.32,000007.XSHE
2025-08-20,7.6,7.64,7.65,7.48,9064884.0,68520847.38,000007.XSHE
2025-08-21,7.65,7.8,7.87,7.62,11553700.0,89544293.5,000007.XSHE
2025-08-22,7.8,7.78,7.89,7.45,12014400.0,93179581.04,000007.XSHE
2025-08-25,7.78,7.61,7.81,7.56,11363918.0,86804291.48,000007.XSHE
2025-08-26,7.61,7.73,8.0,7.53,10881364.0,84353654.74,000007.XSHE
2025-08-27,7.71,7.53,7.75,7.51,7767400.0,59247089.4,000007.XSHE
2025-08-28,7.49,7.54,7.64,7.25,7669142.0,57304849.96,000007.XSHE
2025-08-29,7.53,7.56,7.63,7.46,6115059.0,46200059.27,000007.XSHE
2025-09-01,7.58,7.63,7.71,7.48,8052065.0,61438256.6,000007.XSHE
2025-09-02,7.64,7.51,7.64,7.33,10684265.0,79884723.35,000007.XSHE
2025-09-03,7.51,7.31,7.54,7.25,6400314.0,47303157.73,000007.XSHE
2025-09-04,7.3,7.42,7.5,7.27,9225050.0,68459070.0,000007.XSHE
2025-09-05,7.46,7.5,7.5,7.29,6732535.0,49871677.8,000007.XSHE
2025-09-08,7.48,7.62,7.72,7.44,6884300.0,52434068.0,000007.XSHE
2025-09-09,7.66,7.6,7.66,7.53,4422650.0,33604129.0,000007.XSHE
2025-09-10,7.63,7.63,7.69,7.55,5072218.0,38654848.12,000007.XSHE
2025-09-11,7.61,7.63,7.66,7.46,5757011.0,43437420.05,000007.XSHE
2025-09-12,7.63,7.57,7.76,7.56,5094400.0,38912497.0,000007.XSHE
2025-09-15,7.57,7.54,7.62,7.47,4813201.0,36118435.52,000007.XSHE
2025-09-16,7.56,7.53,7.58,7.46,6494750.0,48904629.5,000007.XSHE
2025-09-17,7.53,7.45,7.57,7.42,6473801.0,48337453.53,000007.XSHE
2025-09-18,7.45,7.23,7.45,7.21,9062700.0,66259987.0,000007.XSHE
2025-09-19,7.23,7.14,7.26,7.04,10016531.0,71429653.65,000007.XSHE
2025-09-22,7.11,7.05,7.18,6.98,7657500.0,54116343.0,000007.XSHE
2025-09-23,7.04,6.92,7.04,6.75,8142298.0,55863328.46,000007.XSHE
2025-09-24,6.92,6.97,7.04,6.82,6271700.0,43696788.5,000007.XSHE
2025-09-25,7.0,6.91,7.03,6.89,4433600.0,30784365.5,000007.XSHE
2025-09-26,6.92,6.94,7.07,6.82,4697075.0,32740006.75,000007.XSHE
2025-09-29,6.97,7.2,7.26,6.88,10574481.0,75412313.84,000007.XSHE
2025-09-30,7.2,7.29,7.54,7.12,9359314.0,68313080.97,000007.XSHE
2025-10-09,7.37,7.38,7.45,7.0,11001171.0,79611617.07,000007.XSHE
2025-10-10,7.37,7.33,7.45,7.26,8239850.0,60802320.0,000007.XSHE
2025-10-13,7.22,7.24,7.39,7.1,9057488.0,65772065.44,000007.XSHE
2025-10-14,7.3,7.28,7.4,7.25,7661957.0,56096512.99,000007.XSHE
2025-10-15,7.29,7.24,7.34,7.21,4370550.0,31745598.0,000007.XSHE
2025-10-16,7.24,7.19,7.32,7.17,4747000.0,34389554.0,000007.XSHE
2025-10-17,7.19,7.04,7.29,7.02,5055300.0,36050872.94,000007.XSHE
2025-10-20,7.08,7.19,7.25,7.05,5070165.0,36353187.95,000007.XSHE
2025-10-21,7.23,7.38,7.42,7.15,5440500.0,39792523.0,000007.XSHE
2025-10-22,7.4,7.37,7.44,7.3,4170351.0,30779209.4,000007.XSHE
2025-10-23,7.42,7.39,7.44,7.28,6031351.0,44470877.4,000007.XSHE
2025-10-24,7.39,7.38,7.49,7.34,5261200.0,38951969.0,000007.XSHE
2025-10-27,7.38,7.31,7.41,7.27,5283100.0,38695003.0,000007.XSHE
2025-10-28,7.3,7.4,7.42,7.27,4955750.0,36600736.0,000007.XSHE
2025-10-29,7.4,7.99,8.07,7.35,21307045.0,166549605.39,000007.XSHE
2025-10-30,8.23,8.21,8.49,8.04,27183979.0,223793721.96,000007.XSHE
2025-10-31,8.12,8.3,8.36,8.05,16135166.0,131980209.42,000007.XSHE
2025-11-03,8.16,8.6,8.66,7.94,18891230.0,157032853.54,000007.XSHE
2025-11-04,8.59,8.58,8.83,8.49,14413168.0,124433911.0,000007.XSHE
2025-11-05,8.5,8.87,8.92,8.5,13268250.0,116510838.8,000007.XSHE
2025-11-06,8.89,8.96,9.2,8.8,19555450.0,176642080.0,000007.XSHE
2025-11-07,8.97,9.67,9.67,8.85,25375196.0,237458092.22,000007.XSHE
2025-11-10,9.7,9.79,10.16,9.31,31711300.0,310909862.5,000007.XSHE
2025-11-11,9.79,9.16,9.94,9.08,31913999.0,297629386.24,000007.XSHE
2025-11-12,9.08,9.6,9.66,8.83,25100422.0,234919385.39,000007.XSHE
2025-11-13,9.6,9.59,9.69,9.44,11752011.0,112558328.55,000007.XSHE
2025-11-14,9.6,9.79,9.87,9.46,13123021.0,127772377.61,000007.XSHE
2025-11-17,9.8,9.9,10.02,9.78,12488348.0,123677113.1,000007.XSHE
2025-11-18,9.88,9.67,9.96,9.6,11191531.0,108615860.34,000007.XSHE
2025-11-19,9.68,9.73,9.89,9.49,9699999.0,94049767.33,000007.XSHE
2025-11-20,9.78,10.0,10.37,9.7,18020671.0,181132293.72,000007.XSHE
2025-11-21,9.98,9.5,10.12,9.42,17609655.0,170018365.63,000007.XSHE
2025-11-24,9.6,9.39,9.79,9.25,12026451.0,113333048.62,000007.XSHE
2025-11-25,9.41,9.47,9.59,9.4,8525761.0,80914262.01,000007.XSHE
2025-11-26,9.36,9.68,9.9,9.36,10175500.0,98714151.44,000007.XSHE
2025-11-27,9.71,9.79,9.83,9.65,8044211.0,78420818.81,000007.XSHE
2025-11-28,9.79,9.88,10.17,9.62,17154140.0,170003975.2,000007.XSHE
2025-12-01,9.91,10.87,10.87,9.88,16743247.0,175964692.81,000007.XSHE
2025-12-02,10.77,10.79,11.09,10.43,23173782.0,248304619.1,000007.XSHE
2025-12-03,10.83,10.5,11.08,10.44,16977186.0,181938689.4,000007.XSHE
2025-12-04,10.39,10.15,10.5,10.08,11230300.0,114627500.36,000007.XSHE
2025-12-05,10.15,9.95,10.15,9.91,9035744.0,90135329.02,000007.XSHE
2025-12-08,9.5,9.89,9.95,9.31,18701652.0,181994137.82,000007.XSHE
2025-12-09,9.91,10.16,10.26,9.81,12933773.0,130017031.47,000007.XSHE
2025-12-10,10.24,10.25,10.4,10.04,10734357.0,110076936.28,000007.XSHE
2025-12-11,10.28,10.09,10.36,10.05,9126115.0,92688945.95,000007.XSHE
2025-12-12,9.97,10.55,10.79,9.78,19568413.0,202162165.49,000007.XSHE
2025-12-15,10.62,11.61,11.61,10.62,34510891.0,393914741.29,000007.XSHE
2025-12-16,11.79,12.0,12.3,11.58,39048679.0,465198778.39,000007.XSHE
2025-12-17,12.0,11.52,12.0,11.31,23390050.0,270498893.0,000007.XSHE
2025-12-18,11.5,11.5,11.7,11.41,11203482.0,129326274.1,000007.XSHE
2025-12-19,11.53,11.75,11.8,11.06,13381606.0,154938953.04,000007.XSHE
